"","brand_tag"
"762","미니멀"
"763","레더"
"764","남친룩"
"765","데이트"
"766","뉴트럴톤"
"767","스티치"
"768","레더"
"769","글로시"
"770","남친룩"
"771","데이트"
"772","콜라보"
"773","크롭"
"774","아가일"
"775","남친룩"
"776","데이트"
"777","레더"
"778","뉴트럴톤"
"779","와이드핏"
"780","남친룩"
"781","데이트"
"782","레더"
"783","미니멀"
"784","컬러블록"
"785","데이트"
"786","남친룩"
"787","레이어드룩"
"788","레더"
"789","핀턱"
"790","와이드핏"
"791","오버핏"
"792","남친룩"
"793","데이트"
"794","스트라이프"
"795","레더"
"796","부츠컷"
"797","화사한"
"798","테이퍼드핏"
"799","뉴트럴톤"
"800","레더"
"801","데이트"
"802","남친룩"
"803","핀턱"
"804","데이트"
"805","레더"
"806","키높이"
"807","데이트"
"808","남친룩"
"809","와이드핏"
"810","뉴트럴톤"
"811","레더"
"812","핀턱"
"813","미니멀"
"814","데이트"
"815","레더"
"816","핀턱"
"817","와이드핏"
"818","미니멀"
"819","오버핏"
"820","테이퍼드핏"
"821","데이트"
"822","레더"
"823","모노톤"
"824","워싱"
"825","럭셔리"
"826","레이어드룩"
"827","와이드핏"
"828","스티치"
"829","데이트"
"830","레더"
"831","컬러포인트"
"832","워싱"
"833","데이트"
"834","남친룩"
"835","레이어드룩"
"836","오버핏"
"837","여행"
"838","레더"
"839","핀턱"
"840","와이드핏"
"841","미니멀"
"842","올블랙"
"843","레더"
"844","데이트"
"845","핀턱"
"846","체크"
"847","오버핏"
"848","데이트"
"849","워싱"
"850","레더"
"851","트위드"
"852","뉴트럴톤"
"853","와이드핏"
"854","레더"
"855","스웨이드"
"856","남친룩"
"857","데이트"
"858","남친룩"
"859","데이트"
"860","레더"
"861","워싱"
"862","슬림핏"
"863","셀럽템"
"864","남친룩"
"865","데이트"
"866","레더"
"867","슬림핏"
"868","워싱"
"869","로고플레이"
"870","스트라이프"
"871","레더"
"872","남친룩"
"873","데이트"
"874","컬러포인트"
"875","비건패션"
"876","스웨이드"
"877","화사한"
"878","뉴트럴톤"
"879","아가일"
"880","오버핏"
"881","와이드핏"
"882","스웨이드"
"883","데이트"
"884","하객"
"885","남친룩"
"886","데이트"
"887","뉴트럴톤"
"888","남친룩"
"889","데이트"
"890","모노톤"
"891","레더"
"892","여행"
"893","와이드핏"
"894","워싱"
"895","와이드핏"
"896","워싱"
"897","데이트"
"898","레더"
"899","남친룩"
"900","아가일"
"901","레더"
"902","핀턱"
"903","와이드핏"
"904","데이트"
"905","체크"
"906","핀턱"
"907","와이드핏"
"908","레더"
"909","미니멀"
"910","데이트"
"911","남친룩"
"912","와이드핏"
"913","오버핏"
"914","스웨이드"
"915","데이트"
"916","키높이"
"917","핀턱"
"918","남친룩"
"919","데이트"
"920","레더"
"921","비건패션"
"922","모노톤"
"923","오버핏"
"924","슬림핏"
"925","레더"
"926","데이트"
"927","워싱"
"928","데이트"
"929","레더"
"930","모노톤"
"931","컬러블록"
"932","워싱"
"933","럭셔리"
"934","레더"
"935","데이트"
"936","로고플레이"
"937","체크"
"938","와이드핏"
"939","데이트"
"940","레더"
"941","남친룩"
"942","핀턱"
"943","레이어드룩"
"944","뉴트럴톤"
"945","레더"
"946","핀턱"
"947","레이어드룩"
"948","데이트"
"949","남친룩"
"950","남친룩"
"951","데이트"
"952","체크"
"953","슬림핏"
"954","오버핏"
"955","그라데이션"
"956","데이트"
"957","핀턱"
"958","와이드핏"
"959","스웨이드"
"960","체크"
"961","데이트"
"962","모노톤"
"963","레더"
"964","미니멀"
"965","와이드핏"
"966","오버핏"
"967","남친룩"
"968","로고플레이"
"969","컬러블록"
"970","스티치"
"971","레더"
"972","데이트"
"973","남친룩"
"974","와이드핏"
"975","남친룩"
"976","데이트"
"977","그래픽"
"978","레더"
"979","레더"
"980","레이어드룩"
"981","핀턱"
"982","스티치"
"983","스웨이드"
"984","남친룩"
"985","데이트"
"986","남친룩"
"987","데이트"
"988","스웨이드"
"989","파스텔"
"990","남친룩"
"991","데이트"
"992","레이어드룩"
"993","슬림핏"
"994","코듀로이"
"995","스티치"
"996","스웨이드"
"997","레더"
"998","와이드핏"
"999","스티치"
"1000","데이트"
"1001","오버핏"
"1002","워싱"
"1003","와이드핏"
"1004","데이트"
"1005","레더"
"1006","스티치"
"1007","와이드핏"
"1008","레더"
"1009","레더"
"1010","데이트"
"1011","남친룩"
"1012","미니멀"
"1013","핀턱"
"1014","와이드핏"
"1015","워싱"
"1016","레더"
"1017","남친룩"
"1018","데이트"
"1019","뉴트럴톤"
"1020","레더"
"1021","데이트"
"1022","남친룩"
"1023","오버핏"
"1024","와이드핏"
"1025","미니멀"
"1026","핀턱"
"1027","데이트"
"1028","레더"
"1029","미니멀"
"1030","체크"
"1031","와이드핏"
"1032","모노톤"
"1033","남친룩"
"1034","체크"
"1035","오버핏"
"1036","뉴트럴톤"
"1037","레더"
"1038","럭셔리"
"1039","글로시"
"1040","스티치"
"1041","데이트"
"1042","스트라이프"
"1043","비비드"
"1044","워싱"
"1045","레더"
"1046","데이트"
"1047","남친룩"
"1048","오버핏"
"1049","모노톤"
"1050","스트라이프"
"1051","오버핏"
"1052","럭셔리"
"1053","레더"
"1054","데이트"
"1055","남친룩"
"1056","와이드핏"
"1057","레더"
"1058","데이트"
"1059","미니멀"
"1060","레이어드룩"
"1061","워싱"
"1062","레더"
"1063","미니멀"
"1064","데이트"
"1065","아가일"
"1066","와이드핏"
"1067","데이트"
"1068","핀턱"
"1069","미니멀"
"1070","레더"
"1071","레이어드룩"
"1072","모노톤"
"1073","레더"
"1074","워싱"
"1075","데이트"
"1076","남친룩"
"1077","오버핏"
"1078","미니멀"
"1079","남친룩"
"1080","데이트"
"1081","체크"
"1082","스웨이드"
"1083","슬림핏"
"1084","플리츠"
"1085","와이드핏"
"1086","뉴트럴톤"
"1087","스웨이드"
"1088","데이트"
"1089","남친룩"
"1090","글로시"
"1091","남친룩"
"1092","데이트"
"1093","미니멀"
"1094","오버핏"
"1095","레이어드룩"
"1096","남친룩"
"1097","데이트"
"1098","핀턱"
"1099","레더"
"1100","미니멀"
"1101","워싱"
"1102","레이어드룩"
"1103","체크"
"1104","로고플레이"
"1105","남친룩"
"1106","데이트"
"1107","남친룩"
"1108","데이트"
"1109","모노톤"
"1110","워싱"
"1111","레더"
"1112","데이트"
"1113","컬러포인트"
"1114","핀턱"
"1115","오버핏"
"1116","핀턱"
"1117","와이드핏"
"1118","데이트"
"1119","스웨이드"
"1120","남친룩"
"1121","데이트"
"1122","레이어드룩"
"1123","레터링"
"1124","스티치"
"1125","오버핏"
"1126","체크"
"1127","레귤러핏"
"1128","미니멀"
"1129","데이트"
